Run,Bases,population,Super_Population_Code,HapMap_sample_ID,BAM
ERR244644,326899800,TSI,EUR,NA20528,
ERR244422,326937000,TSI,EUR,NA20544,
ERR244444,326957200,TSI,EUR,NA20528,
ERR244462,326961600,TSI,EUR,NA20544,
ERR242776,326996800,TSI,EUR,NA20528,
ERR239699,327072000,LWK,AFR,NA19446,
ERR239684,327104600,LWK,AFR,NA19446,
ERR239687,327114000,LWK,AFR,NA19446,
ERR243720,327167200,CEU,EUR,NA11893,
ERR239749,327174600,LWK,AFR,NA19439,
ERR241232,327221600,TSI,EUR,NA20528,
ERR244243,327340800,JPT,EAS,NA18942,
ERR242372,327399600,TSI,EUR,NA20510,
ERR239681,327418400,LWK,AFR,NA19446,
ERR244484,327442600,TSI,EUR,NA20528,
ERR244175,327452200,LWK,AFR,NA19439,
ERR244241,327505800,JPT,EAS,NA18942,
ERR241272,327546000,TSI,EUR,NA20528,
ERR242755,327549600,TSI,EUR,NA20544,
ERR244235,327555000,JPT,EAS,NA18942,
ERR246063,327692000,JPT,EAS,NA18951,
ERR241192,327764800,TSI,EUR,NA20528,
ERR242852,327811400,TSI,EUR,NA20528,
ERR246085,327906200,JPT,EAS,NA18948,
ERR241170,327944800,TSI,EUR,NA20544,
ERR246101,328026600,CHB,EAS,NA18614,
ERR242166,328035400,TSI,EUR,NA20803,
ERR244178,328039000,LWK,AFR,NA19439,
ERR240271,328040200,JPT,EAS,NA18951,
ERR242928,328053800,TSI,EUR,NA20528,
ERR242832,328106600,TSI,EUR,NA20544,
ERR239752,328178800,LWK,AFR,NA19439,
ERR244226,328211400,JPT,EAS,NA18951,
ERR239653,328217800,LWK,AFR,NA19439,
ERR243754,328234000,CEU,EUR,NA12749,
ERR242889,328285600,TSI,EUR,NA20528,
ERR240073,328315400,JPT,EAS,NA18947,
ERR241450,328342000,TSI,EUR,NA20544,
ERR242682,328343600,TSI,EUR,NA20774,
ERR244706,328375000,TSI,EUR,NA20774,
ERR242822,328380200,TSI,EUR,NA20589,
ERR241210,328418800,TSI,EUR,NA20544,
ERR239693,328419400,LWK,AFR,NA19446,
ERR244816,328435600,TSI,EUR,NA20528,
ERR240499,328437600,CHB,EAS,NA18614,
ERR244211,328442400,JPT,EAS,NA18951,
ERR243670,328445200,CEU,EUR,NA12749,
ERR246074,328458000,JPT,EAS,NA18948,
ERR241250,328477000,TSI,EUR,NA20544,
ERR244247,328494400,CHB,EAS,NA18614,
ERR241472,328506800,TSI,EUR,NA20528,
ERR244794,328519600,TSI,EUR,NA20544,
ERR244666,328543600,TSI,EUR,NA20774,
ERR244232,328571400,JPT,EAS,NA18942,
ERR243113,328608600,CEU,EUR,NA11931,
ERR239791,328654600,JPT,EAS,NA18951,
ERR242870,328690400,TSI,EUR,NA20544,
ERR242907,328693400,TSI,EUR,NA20544,
ERR240254,328707200,JPT,EAS,NA18948,
ERR240286,328766800,JPT,EAS,NA18951,
ERR242412,328771400,TSI,EUR,NA20510,
ERR240036,328773000,JPT,EAS,NA18965,
ERR242366,328799000,TSI,EUR,NA20803,
ERR241432,328881600,TSI,EUR,NA20528,
ERR242485,328883200,TSI,EUR,NA20798,
ERR244586,329010400,TSI,EUR,NA20774,
ERR240783,329046400,TSI,EUR,NA20783,
ERR243691,329100800,CEU,EUR,NA12749,
ERR244983,329102600,CEU,EUR,NA12144,
ERR244962,329126800,CEU,EUR,NA12144,
ERR246048,329127200,JPT,EAS,NA18948,
ERR239821,329159200,JPT,EAS,NA18951,
ERR243854,329179800,CEU,EUR,NA11892,
ERR244251,329192600,CHB,EAS,NA18614,
ERR244546,329208000,TSI,EUR,NA20774,
ERR239674,329211000,LWK,AFR,NA19439,
ERR246018,329231400,JPT,EAS,NA18942,
ERR239806,329240800,JPT,EAS,NA18951,
ERR239896,329274600,JPT,EAS,NA18951,
ERR240371,329287000,CHB,EAS,NA18614,
ERR242292,329295800,TSI,EUR,NA20510,
ERR239656,329300600,LWK,AFR,NA19439,
ERR241352,329323600,TSI,EUR,NA20528,
ERR246037,329377000,JPT,EAS,NA18948,
ERR243657,329401600,CEU,EUR,NA11893,
ERR244199,329445000,LWK,AFR,NA19439,
ERR239659,329460400,LWK,AFR,NA19439,
ERR239758,329475800,LWK,AFR,NA19439,
ERR242212,329501800,TSI,EUR,NA20510,
ERR242525,329522000,TSI,EUR,NA20798,
ERR244990,329549200,CEU,EUR,NA12287,
ERR240111,329598000,JPT,EAS,NA18965,
ERR240503,329601400,CHB,EAS,NA18614,
ERR244749,329615800,TSI,EUR,NA20798,
ERR243741,329636800,CEU,EUR,NA11893,
ERR239678,329657200,LWK,AFR,NA19446,
ERR240247,329660600,JPT,EAS,NA18942,
ERR243802,329712800,CEU,EUR,NA12287,
ERR239764,329726000,LWK,AFR,NA19439,
ERR244920,329803200,CEU,EUR,NA12144,
ERR240346,329805600,JPT,EAS,NA18951,
ERR243795,329811000,CEU,EUR,NA12144,
ERR240049,329872200,JPT,EAS,NA18973,
ERR240791,329898600,TSI,EUR,NA20509,
ERR239761,329914800,LWK,AFR,NA19439,
ERR240375,329940000,CHB,EAS,NA18614,
ERR240379,329940000,CHB,EAS,NA18614,
ERR241312,329949400,TSI,EUR,NA20528,
ERR241290,329965800,TSI,EUR,NA20544,
ERR240784,329974400,TSI,EUR,NA20790,
ERR244239,329982400,JPT,EAS,NA18942,
ERR240316,329991000,JPT,EAS,NA18951,
ERR241410,330014600,TSI,EUR,NA20544,
ERR244694,330102200,TSI,EUR,NA20515,
ERR240361,330140400,JPT,EAS,NA18951,
ERR244927,330169000,CEU,EUR,NA12287,
ERR242332,330207400,TSI,EUR,NA20510,
ERR242721,330209600,TSI,EUR,NA20774,
ERR243775,330233200,CEU,EUR,NA12749,
ERR239735,330239400,LWK,AFR,NA19446,
ERR243649,330249600,CEU,EUR,NA12749,
ERR244506,330254000,TSI,EUR,NA20774,
ERR244969,330269800,CEU,EUR,NA12287,
ERR240523,330304400,CHB,EAS,NA18614,
ERR244899,330309600,CEU,EUR,NA12144,
ERR243678,330367800,CEU,EUR,NA11893,
ERR242406,330377200,TSI,EUR,NA20803,
ERR240331,330419800,JPT,EAS,NA18951,
ERR240511,330424600,CHB,EAS,NA18614,
ERR246105,330432400,CHB,EAS,NA18625,
ERR239671,330495000,LWK,AFR,NA19439,
ERR246025,330586400,JPT,EAS,NA18948,
ERR242645,330607800,TSI,EUR,NA20798,
ERR244654,330652000,TSI,EUR,NA20515,
ERR241392,330681600,TSI,EUR,NA20528,
ERR244202,330708200,JPT,EAS,NA18942,
ERR242206,330712600,TSI,EUR,NA20803,
ERR244878,330740800,CEU,EUR,NA12144,
ERR240124,330761800,JPT,EAS,NA18973,
ERR239881,330801600,JPT,EAS,NA18951,
ERR240399,330806400,CHB,EAS,NA18614,
ERR240126,330840400,JPT,EAS,NA18965,
ERR244626,330866000,TSI,EUR,NA20774,
ERR239782,330886000,JPT,EAS,NA18942,
ERR240519,330898200,CHB,EAS,NA18614,
ERR242670,330909800,TSI,EUR,NA20515,
ERR240515,330912800,CHB,EAS,NA18614,
ERR240081,330938200,JPT,EAS,NA18965,
ERR246102,330966400,CHB,EAS,NA18625,
ERR242445,330981000,TSI,EUR,NA20798,
ERR244574,330986400,TSI,EUR,NA20515,
ERR239662,330989600,LWK,AFR,NA19439,
ERR239665,331016600,LWK,AFR,NA19439,
ERR240790,331039200,TSI,EUR,NA20508,
ERR242286,331046000,TSI,EUR,NA20803,
ERR241330,331109400,TSI,EUR,NA20544,
ERR244217,331138400,JPT,EAS,NA18942,
ERR246098,331153600,CHB,EAS,NA18625,
ERR242759,331240000,TSI,EUR,NA20774,
ERR242326,331262800,TSI,EUR,NA20803,
ERR244906,331263600,CEU,EUR,NA12287,
ERR240051,331336600,JPT,EAS,NA18965,
ERR240262,331358000,JPT,EAS,NA18942,
ERR244705,331361200,TSI,EUR,NA20772,
ERR244426,331372800,TSI,EUR,NA20774,
ERR244885,331376400,CEU,EUR,NA12287,
ERR239836,331403800,JPT,EAS,NA18951,
ERR244941,331405200,CEU,EUR,NA12144,
ERR243762,331429000,CEU,EUR,NA11893,
ERR243545,331456400,CEU,EUR,NA12776,
ERR243823,331459000,CEU,EUR,NA12287,
ERR246061,331507000,JPT,EAS,NA18948,
ERR240395,331519200,CHB,EAS,NA18614,
ERR242681,331520000,TSI,EUR,NA20772,
ERR244209,331525800,JPT,EAS,NA18948,
ERR243636,331538800,CEU,EUR,NA11893,
ERR240494,331547800,CHB,EAS,NA18625,
ERR239851,331616800,JPT,EAS,NA18951,
ERR240383,331627400,CHB,EAS,NA18614,
ERR246095,331669200,CHB,EAS,NA18625,
ERR240269,331694400,JPT,EAS,NA18948,
ERR242132,331720000,TSI,EUR,NA20510,
ERR244534,331762600,TSI,EUR,NA20515,
ERR239797,331770400,JPT,EAS,NA18942,
ERR243816,331864600,CEU,EUR,NA12144,
ERR244839,331869400,CEU,EUR,NA12144,
ERR240387,331878400,CHB,EAS,NA18614,
ERR240096,331889400,JPT,EAS,NA18965,
ERR239738,331898600,LWK,AFR,NA19446,
ERR241370,331911400,TSI,EUR,NA20544,
ERR240139,331927000,JPT,EAS,NA18973,
ERR239812,331970600,JPT,EAS,NA18942,
ERR244585,331994400,TSI,EUR,NA20772,
ERR240080,332023000,JPT,EAS,NA18941,
ERR239668,332024200,LWK,AFR,NA19439,
ERR244224,332130800,JPT,EAS,NA18948,
ERR244466,332153600,TSI,EUR,NA20774,
ERR244494,332288200,TSI,EUR,NA20515,
ERR246092,332305400,CHB,EAS,NA18625,
ERR244665,332328000,TSI,EUR,NA20772,
ERR239789,332340200,JPT,EAS,NA18948,
ERR240284,332342800,JPT,EAS,NA18948,
ERR239887,332429200,JPT,EAS,NA18942,
ERR240277,332497000,JPT,EAS,NA18942,
ERR242836,332502200,TSI,EUR,NA20774,
ERR240064,332510600,JPT,EAS,NA18973,
ERR242808,332536600,TSI,EUR,NA20516,
ERR240109,332616000,JPT,EAS,NA18973,
ERR244857,332617800,CEU,EUR,NA12144,
ERR241174,332628800,TSI,EUR,NA20774,
ERR239804,332689800,JPT,EAS,NA18948,
ERR244948,332694600,CEU,EUR,NA12287,
ERR240071,332710600,JPT,EAS,NA18943,
ERR244798,332726800,TSI,EUR,NA20774,
ERR240094,332741800,JPT,EAS,NA18973,
ERR243844,332757600,CEU,EUR,NA12287,
ERR244846,332766400,CEU,EUR,NA12287,
ERR242874,332793400,TSI,EUR,NA20774,
ERR241454,332833800,TSI,EUR,NA20774,
ERR244864,332834400,CEU,EUR,NA12287,
ERR244545,332839000,TSI,EUR,NA20772,
ERR244614,332862800,TSI,EUR,NA20515,
ERR242126,332872600,TSI,EUR,NA20803,
ERR246100,332912200,CHB,EAS,NA18625,
ERR242911,332973600,TSI,EUR,NA20774,
ERR239894,332981600,JPT,EAS,NA18948,
ERR243837,333023400,CEU,EUR,NA12144,
ERR243284,333048000,CEU,EUR,NA12144,
ERR243137,333062200,CEU,EUR,NA12144,
ERR239842,333110400,JPT,EAS,NA18942,
ERR239872,333178800,JPT,EAS,NA18942,
ERR240391,333180200,CHB,EAS,NA18614,
ERR239866,333234200,JPT,EAS,NA18951,
ERR240803,333245000,TSI,EUR,NA20538,
ERR242709,333261800,TSI,EUR,NA20515,
ERR244505,333297800,TSI,EUR,NA20772,
ERR243158,333321600,CEU,EUR,NA12144,
ERR239819,333425400,JPT,EAS,NA18948,
ERR240314,333439800,JPT,EAS,NA18948,
ERR240337,333526400,JPT,EAS,NA18942,
ERR242720,333532200,TSI,EUR,NA20772,
ERR243179,333579800,CEU,EUR,NA12144,
ERR240352,333594000,JPT,EAS,NA18942,
ERR243144,333616000,CEU,EUR,NA12287,
ERR240307,333625800,JPT,EAS,NA18942,
ERR241254,333693000,TSI,EUR,NA20774,
ERR243921,333705200,CEU,EUR,NA12144,
ERR240498,333706000,CHB,EAS,NA18625,
ERR240329,333707200,JPT,EAS,NA18948,
ERR243907,333729800,CEU,EUR,NA12287,
ERR241214,333789000,TSI,EUR,NA20774,
ERR244414,333822600,TSI,EUR,NA20515,
ERR239879,333826200,JPT,EAS,NA18948,
ERR244454,333862000,TSI,EUR,NA20515,
ERR243886,333909000,CEU,EUR,NA12287,
ERR240322,333949400,JPT,EAS,NA18942,
ERR240344,333955800,JPT,EAS,NA18948,
ERR239741,333964600,LWK,AFR,NA19446,
ERR239827,333987400,JPT,EAS,NA18942,
ERR240359,333994200,JPT,EAS,NA18948,
ERR243879,333998000,CEU,EUR,NA12144,
ERR239729,333999000,LWK,AFR,NA19446,
ERR243945,334000400,CEU,EUR,NA12287,
ERR243165,334048000,CEU,EUR,NA12287,
ERR242747,334055000,TSI,EUR,NA20515,
ERR243938,334196000,CEU,EUR,NA12144,
ERR244250,334211000,CHB,EAS,NA18625,
ERR244625,334225800,TSI,EUR,NA20772,
ERR240248,334237400,JPT,EAS,NA18945,
ERR243928,334262600,CEU,EUR,NA12287,
ERR244246,334276800,CHB,EAS,NA18625,
ERR244244,334298200,JPT,EAS,NA18945,
ERR240370,334314600,CHB,EAS,NA18625,
ERR240021,334318600,JPT,EAS,NA18965,
ERR243186,334335000,CEU,EUR,NA12287,
ERR239778,334338800,JPT,EAS,NA18956,
ERR246068,334473200,JPT,EAS,NA18945,
ERR239834,334541200,JPT,EAS,NA18948,
ERR243291,334557200,CEU,EUR,NA12287,
ERR239732,334563200,LWK,AFR,NA19446,
ERR241294,334573600,TSI,EUR,NA20774,
ERR240034,334574600,JPT,EAS,NA18973,
ERR241242,334601200,TSI,EUR,NA20515,
ERR241414,334603600,TSI,EUR,NA20774,
ERR242758,334678000,TSI,EUR,NA20772,
ERR241162,334678800,TSI,EUR,NA20515,
ERR243900,334703200,CEU,EUR,NA12144,
ERR240502,334708600,CHB,EAS,NA18625,
ERR240775,334750400,TSI,EUR,NA20532,
ERR244425,334759600,TSI,EUR,NA20772,
ERR240374,334768200,CHB,EAS,NA18625,
ERR241202,334806600,TSI,EUR,NA20515,
ERR239849,334843600,JPT,EAS,NA18948,
ERR242158,335018200,TSI,EUR,NA20544,
ERR242824,335098200,TSI,EUR,NA20515,
ERR243200,335101200,CEU,EUR,NA12144,
ERR244465,335113600,TSI,EUR,NA20772,
ERR240398,335143200,CHB,EAS,NA18625,
ERR244786,335190400,TSI,EUR,NA20515,
ERR243263,335281000,CEU,EUR,NA12144,
ERR244236,335281400,JPT,EAS,NA18945,
ERR242910,335287800,TSI,EUR,NA20772,
ERR242899,335300800,TSI,EUR,NA20515,
ERR240378,335337200,CHB,EAS,NA18625,
ERR241334,335365200,TSI,EUR,NA20774,
ERR239857,335391600,JPT,EAS,NA18942,
ERR241442,335399800,TSI,EUR,NA20515,
ERR239726,335452800,LWK,AFR,NA19446,
ERR241173,335492800,TSI,EUR,NA20772,
ERR246032,335535200,JPT,EAS,NA18945,
ERR243270,335563600,CEU,EUR,NA12287,
ERR240514,335604800,CHB,EAS,NA18625,
ERR239864,335650000,JPT,EAS,NA18948,
ERR244797,335685600,TSI,EUR,NA20772,
ERR242873,335707800,TSI,EUR,NA20772,
ERR243221,335749200,CEU,EUR,NA12144,
ERR239744,335769400,LWK,AFR,NA19446,
ERR240510,335783000,CHB,EAS,NA18625,
ERR242862,335864400,TSI,EUR,NA20515,
ERR242052,335900200,TSI,EUR,NA20510,
ERR242790,335901800,TSI,EUR,NA20531,
ERR242835,335923000,TSI,EUR,NA20772,
ERR240518,335985600,CHB,EAS,NA18625,
ERR241972,336054600,TSI,EUR,NA20510,
ERR242180,336128200,TSI,EUR,NA20528,
ERR243228,336140000,CEU,EUR,NA12287,
ERR241374,336163400,TSI,EUR,NA20774,
ERR240263,336225600,JPT,EAS,NA18945,
ERR240394,336229200,CHB,EAS,NA18625,
ERR243207,336372800,CEU,EUR,NA12287,
ERR246019,336385800,JPT,EAS,NA18945,
ERR242358,336387800,TSI,EUR,NA20544,
ERR241402,336394600,TSI,EUR,NA20515,
ERR240382,336455800,CHB,EAS,NA18625,
ERR242788,336465800,TSI,EUR,NA20520,
ERR241253,336499800,TSI,EUR,NA20772,
ERR241213,336562600,TSI,EUR,NA20772,
ERR241282,336582000,TSI,EUR,NA20515,
ERR242380,336673200,TSI,EUR,NA20528,
ERR241322,336702400,TSI,EUR,NA20515,
ERR240522,336706000,CHB,EAS,NA18625,
ERR240386,336773600,CHB,EAS,NA18625,
ERR246055,336842400,JPT,EAS,NA18945,
ERR244700,336906000,TSI,EUR,NA20533,
ERR241453,336927400,TSI,EUR,NA20772,
ERR241932,337132800,TSI,EUR,NA20510,
ERR243242,337160000,CEU,EUR,NA12144,
ERR240439,337172000,CHB,EAS,NA18614,
ERR239704,337180400,LWK,AFR,NA19439,
ERR244203,337181200,JPT,EAS,NA18945,
ERR242676,337258600,TSI,EUR,NA20533,
ERR244660,337268600,TSI,EUR,NA20533,
ERR241892,337338800,TSI,EUR,NA20510,
ERR243249,337453400,CEU,EUR,NA12287,
ERR240278,337468800,JPT,EAS,NA18945,
ERR239719,337478200,LWK,AFR,NA19439,
ERR240046,337654200,JPT,EAS,NA18951,
ERR240773,337674600,TSI,EUR,NA20529,
ERR240459,337708400,CHB,EAS,NA18614,
ERR242046,337765600,TSI,EUR,NA20803,
ERR244218,337846200,JPT,EAS,NA18945,
ERR242198,337881400,TSI,EUR,NA20544,
ERR244540,337923200,TSI,EUR,NA20533,
ERR240509,337960800,CHB,EAS,NA18627,
ERR244580,337969400,TSI,EUR,NA20533,
ERR241413,337993400,TSI,EUR,NA20772,
ERR241966,337994400,TSI,EUR,NA20803,
ERR240121,338001600,JPT,EAS,NA18951,
ERR242092,338052800,TSI,EUR,NA20510,
ERR242398,338121800,TSI,EUR,NA20544,
ERR241362,338215600,TSI,EUR,NA20515,
ERR242278,338375600,TSI,EUR,NA20544,
ERR239813,338429600,JPT,EAS,NA18945,
ERR240308,338437600,JPT,EAS,NA18945,
ERR240390,338442000,CHB,EAS,NA18625,
ERR239798,338449800,JPT,EAS,NA18945,
ERR242420,338452800,TSI,EUR,NA20528,
ERR241852,338469000,TSI,EUR,NA20510,
ERR239991,338491200,JPT,EAS,NA18965,
ERR239772,338510400,JPT,EAS,NA18944,
ERR242220,338517400,TSI,EUR,NA20528,
ERR239783,338601600,JPT,EAS,NA18945,
ERR241293,338631600,TSI,EUR,NA20772,
ERR239961,338632200,JPT,EAS,NA18965,
ERR240338,338711800,JPT,EAS,NA18945,
ERR241886,338726200,TSI,EUR,NA20803,
ERR241333,338757600,TSI,EUR,NA20772,
ERR241926,338784400,TSI,EUR,NA20803,
ERR244500,338803400,TSI,EUR,NA20533,
ERR240463,338878200,CHB,EAS,NA18614,
ERR240295,338900000,JPT,EAS,NA18940,
ERR242340,338912200,TSI,EUR,NA20528,
ERR239722,338953800,LWK,AFR,NA19439,
ERR242300,338977600,TSI,EUR,NA20528,
ERR244989,338979200,CEU,EUR,NA12043,
ERR240323,339041400,JPT,EAS,NA18945,
ERR242012,339046400,TSI,EUR,NA20510,
ERR242715,339055800,TSI,EUR,NA20533,
ERR242318,339130800,TSI,EUR,NA20544,
ERR241812,339253200,TSI,EUR,NA20510,
ERR239888,339375800,JPT,EAS,NA18945,
ERR241846,339442800,TSI,EUR,NA20803,
ERR244620,339470000,TSI,EUR,NA20533,
ERR239707,339470600,LWK,AFR,NA19439,
ERR240353,339508400,JPT,EAS,NA18945,
ERR239946,339614400,JPT,EAS,NA18965,
ERR242086,339683600,TSI,EUR,NA20803,
ERR239974,339696000,JPT,EAS,NA18973,
ERR240451,339697000,CHB,EAS,NA18614,
ERR239713,339738800,LWK,AFR,NA19439,
ERR240443,339749400,CHB,EAS,NA18614,
ERR240004,339816600,JPT,EAS,NA18973,
ERR241373,339830200,TSI,EUR,NA20772,
ERR239716,339938800,LWK,AFR,NA19439,
ERR240136,339979400,JPT,EAS,NA18951,
ERR240455,340017200,CHB,EAS,NA18614,
ERR244968,340117600,CEU,EUR,NA12043,
ERR239873,340131200,JPT,EAS,NA18945,
ERR243112,340131400,CEU,EUR,NA11894,
ERR239931,340139200,JPT,EAS,NA18965,
ERR244420,340224000,TSI,EUR,NA20533,
ERR239773,340231200,JPT,EAS,NA18947,
ERR240061,340258400,JPT,EAS,NA18951,
ERR239843,340261800,JPT,EAS,NA18945,
ERR242006,340275800,TSI,EUR,NA20803,
ERR242753,340334600,TSI,EUR,NA20533,
ERR239916,340336200,JPT,EAS,NA18965,
ERR241806,340388600,TSI,EUR,NA20803,
ERR244905,340395600,CEU,EUR,NA12043,
ERR242162,340401600,TSI,EUR,NA20774,
ERR239828,340457200,JPT,EAS,NA18945,
ERR240106,340474000,JPT,EAS,NA18951,
ERR240006,340549200,JPT,EAS,NA18965,
ERR240091,340553400,JPT,EAS,NA18951,
ERR244460,340691000,TSI,EUR,NA20533,
ERR240037,340711000,JPT,EAS,NA18942,
ERR242362,340886400,TSI,EUR,NA20774,
ERR244926,340907200,CEU,EUR,NA12043,
ERR242118,340970400,TSI,EUR,NA20544,
ERR240044,341009000,JPT,EAS,NA18948,
ERR239959,341033800,JPT,EAS,NA18973,
ERR240119,341139000,JPT,EAS,NA18948,
ERR239976,341142200,JPT,EAS,NA18965,
ERR244986,341247200,CEU,EUR,NA12828,
ERR243501,341308000,CEU,EUR,NA12144,
ERR243801,341324200,CEU,EUR,NA12043,
ERR241168,341356600,TSI,EUR,NA20533,
ERR242140,341442400,TSI,EUR,NA20528,
ERR239944,341512600,JPT,EAS,NA18973,
ERR242905,341542400,TSI,EUR,NA20533,
ERR243606,341679400,CEU,EUR,NA12144,
ERR242807,341681200,TSI,EUR,NA20512,
ERR244884,341691600,CEU,EUR,NA12043,
ERR241448,341729400,TSI,EUR,NA20533,
ERR242830,341740400,TSI,EUR,NA20533,
ERR242572,341741000,TSI,EUR,NA20510,
ERR241248,341758600,TSI,EUR,NA20533,
ERR244792,341797600,TSI,EUR,NA20533,
ERR240112,341824000,JPT,EAS,NA18942,
ERR243508,341856400,CEU,EUR,NA12287,
ERR239929,341903000,JPT,EAS,NA18973,
ERR240019,341907400,JPT,EAS,NA18973,
ERR239701,341978200,LWK,AFR,NA19439,
ERR244965,342002200,CEU,EUR,NA12828,
ERR242566,342032200,TSI,EUR,NA20803,
ERR239901,342035400,JPT,EAS,NA18965,
ERR239858,342048200,JPT,EAS,NA18945,
ERR244982,342193400,CEU,EUR,NA10851,
ERR242868,342251800,TSI,EUR,NA20533,
ERR241208,342269600,TSI,EUR,NA20533,
ERR244961,342333200,CEU,EUR,NA10851,
ERR244923,342345600,CEU,EUR,NA12828,
ERR242402,342359400,TSI,EUR,NA20774,
ERR243798,342522400,CEU,EUR,NA12828,
ERR244845,342665000,CEU,EUR,NA12043,
ERR242268,342692400,TSI,EUR,NA20589,
ERR244947,342705200,CEU,EUR,NA12043,
ERR240438,342741000,CHB,EAS,NA18625,
ERR240435,342741200,CHB,EAS,NA18614,
ERR242282,342774800,TSI,EUR,NA20774,
ERR244902,342791200,CEU,EUR,NA12828,
ERR243613,342805200,CEU,EUR,NA12287,
ERR240134,342805600,JPT,EAS,NA18948,
ERR239914,342875000,JPT,EAS,NA18973,
ERR242150,342909800,TSI,EUR,NA20515,
ERR244919,342966600,CEU,EUR,NA10851,
ERR242202,343023600,TSI,EUR,NA20774,
ERR240186,343095000,JPT,EAS,NA18965,
ERR240127,343102200,JPT,EAS,NA18942,
ERR241408,343102800,TSI,EUR,NA20533,
ERR239989,343135600,JPT,EAS,NA18973,
ERR244881,343153800,CEU,EUR,NA12828,
ERR240059,343212800,JPT,EAS,NA18948,
ERR240031,343241200,JPT,EAS,NA18951,
ERR243143,343410800,CEU,EUR,NA12043,
ERR241288,343436800,TSI,EUR,NA20533,
ERR241328,343442200,TSI,EUR,NA20533,
ERR243794,343480800,CEU,EUR,NA10851,
ERR244898,343498600,CEU,EUR,NA10851,
ERR244863,343523600,CEU,EUR,NA12043,
ERR240082,343538000,JPT,EAS,NA18942,
ERR240458,343557800,CHB,EAS,NA18625,
ERR243822,343580000,CEU,EUR,NA12043,
ERR242350,343605000,TSI,EUR,NA20515,
ERR242612,343620600,TSI,EUR,NA20510,
ERR240052,343634000,JPT,EAS,NA18942,
ERR242322,343709000,TSI,EUR,NA20774,
ERR240089,343764600,JPT,EAS,NA18948,
ERR240097,343769200,JPT,EAS,NA18942,
ERR242161,343831800,TSI,EUR,NA20772,
ERR243627,343865400,CEU,EUR,NA12144,
ERR243185,343902200,CEU,EUR,NA12043,
ERR242606,343902600,TSI,EUR,NA20803,
ERR243164,343909800,CEU,EUR,NA12043,
ERR243564,343919600,CEU,EUR,NA12144,
ERR243634,343948200,CEU,EUR,NA12287,
ERR243522,343966400,CEU,EUR,NA12144,
ERR240104,343999800,JPT,EAS,NA18948,
ERR243539,344147800,CEU,EUR,NA11892,
ERR244877,344214200,CEU,EUR,NA10851,
ERR244715,344355400,TSI,EUR,NA20509,
ERR239780,344459400,JPT,EAS,NA18941,
ERR243529,344515600,CEU,EUR,NA12287,
ERR243290,344554200,CEU,EUR,NA12043,
ERR244944,344578800,CEU,EUR,NA12828,
ERR243585,344649600,CEU,EUR,NA12144,
ERR243110,344658800,CEU,EUR,NA12776,
ERR240199,344678800,JPT,EAS,NA18973,
ERR239771,344717200,JPT,EAS,NA18943,
ERR243571,344739000,CEU,EUR,NA12287,
ERR244988,344741600,CEU,EUR,NA11931,
ERR244842,344743200,CEU,EUR,NA12828,
ERR242492,344817200,TSI,EUR,NA20510,
ERR244707,344825800,TSI,EUR,NA20783,
ERR243843,344854000,CEU,EUR,NA12043,
ERR242361,344883400,TSI,EUR,NA20772,
ERR240201,344924200,JPT,EAS,NA18965,
ERR242390,344927200,TSI,EUR,NA20515,
ERR243592,345041600,CEU,EUR,NA12287,
ERR244940,345068800,CEU,EUR,NA10851,
ERR244967,345095800,CEU,EUR,NA11931,
ERR244667,345102600,TSI,EUR,NA20783,
ERR242812,345102600,TSI,EUR,NA20525,
ERR243906,345183000,CEU,EUR,NA12043,
ERR242683,345212400,TSI,EUR,NA20783,
ERR244587,345247000,TSI,EUR,NA20783,
ERR242270,345248600,TSI,EUR,NA20515,
ERR240462,345258800,CHB,EAS,NA18625,
ERR243819,345261800,CEU,EUR,NA12828,
ERR244708,345274200,TSI,EUR,NA20790,
ERR244838,345334400,CEU,EUR,NA10851,
ERR244756,345361200,TSI,EUR,NA20510,
ERR241368,345374600,TSI,EUR,NA20533,
ERR243269,345451000,CEU,EUR,NA12043,
ERR244588,345457400,TSI,EUR,NA20790,
ERR242190,345509200,TSI,EUR,NA20515,
ERR243927,345512000,CEU,EUR,NA12043,
ERR244925,345561200,CEU,EUR,NA11931,
ERR242254,345572000,TSI,EUR,NA20516,
ERR242690,345609000,TSI,EUR,NA20509,
ERR243800,345614400,CEU,EUR,NA11931,
ERR244904,345669800,CEU,EUR,NA11931,
ERR244595,345693200,TSI,EUR,NA20509,
ERR242122,345737400,TSI,EUR,NA20774,
ERR240450,345743000,CHB,EAS,NA18625,
ERR244860,345788000,CEU,EUR,NA12828,
ERR244675,345802800,TSI,EUR,NA20509,
ERR243944,345868400,CEU,EUR,NA12043,
ERR243885,345875200,CEU,EUR,NA12043,
ERR244856,345891400,CEU,EUR,NA10851,
ERR243140,345943600,CEU,EUR,NA12828,
ERR242401,345964600,TSI,EUR,NA20772,
ERR242532,345994000,TSI,EUR,NA20510,
ERR242310,346004600,TSI,EUR,NA20515,
ERR244668,346049600,TSI,EUR,NA20790,
ERR244547,346050000,TSI,EUR,NA20783,
ERR240038,346056400,JPT,EAS,NA18945,
ERR243815,346064200,CEU,EUR,NA10851,
ERR239695,346113000,LWK,AFR,NA19439,
ERR240214,346137600,JPT,EAS,NA18973,
ERR240022,346167600,JPT,EAS,NA18942,
