"taxon_id","rank","name","parent","count","rank_count","perc"
"536633","species","Blautia glucerasea","Blautia","172","48454","0.003549758533867173"
"820","species","Bacteroides uniformis","Bacteroides","2263","48454","0.04670409047756635"
"853","species","Faecalibacterium prausnitzii","Faecalibacterium","3443","48454","0.07105708507037603"
"39492","species","[Eubacterium] siraeum","Ruminiclostridium","738","48454","0.015230940686011475"
"89014","species","Blautia luti","Blautia","542","48454","0.011185867007883765"
"39491","species","[Eubacterium] rectale","Lachnospiraceae","3795","48454","0.07832170718619721"
"","species","other Ruminococcaceae family","other Ruminococcaceae family","287","48454","0.005923143600115573"
"1150298","species","Fusicatenibacter saccharivorans","Fusicatenibacter","901","48454","0.018594956040780947"
"1535","species","[Clostridium] leptum","Ruminiclostridium","164","48454","0.003384653485780328"
"46506","species","Bacteroides stercoris","Bacteroides","8896","48454","0.18359681347257192"
"1337051","species","Murimonas intestini","Murimonas","22","48454","0.00045403888223882445"
"291645","species","Bacteroides nordii","Bacteroides","185","48454","0.0038180542370082966"
"116085","species","Coprococcus catus","Coprococcus","79","48454","0.0016304123498575968"
"","species","Oscillibacter species","Oscillibacter","376","48454","0.007759937260081727"
"1264","species","Ruminococcus albus","Ruminococcus","958","48454","0.01977132950839972"
"","species","other Lachnospiraceae family","other Lachnospiraceae family","149","48454","0.003075081520617493"
"","species","Ruminiclostridium species","Ruminiclostridium","592","48454","0.01221777355842655"
"","species","other Clostridiales order","other Clostridiales order","308","48454","0.006356544351343542"
"47246","species","[Clostridium] viride","Ruminiclostridium","66","48454","0.0013621166467164734"
"645466","species","Anaerostipes butyraticus","Anaerostipes","39","48454","0.0008048871094233707"
"39485","species","[Eubacterium] eligens","Eubacterium","1248","48454","0.02575638750154786"
"487175","species","Parasutterella excrementihominis","Parasutterella","332","48454","0.006851859495604078"
"1512","species","[Clostridium] symbiosum","Lachnoclostridium","133","48454","0.0027448714244438024"
"1118061","species","Alistipes obesi","Alistipes","327","48454","0.0067486688405498"
"28117","species","Alistipes putredinis","Alistipes","262","48454","0.005407190324844182"
"204516","species","Bacteroides massiliensis","Bacteroides","8","48454","0.00016510504808684527"
"574930","species","Parabacteroides gordonii","Parabacteroides","155","48454","0.003198910306682627"
"40518","species","Ruminococcus bromii","Ruminococcus","1683","48454","0.034733974491270074"
"1549","species","[Clostridium] sporosphaeroides","Ruminiclostridium","244","48454","0.00503570396664878"
"1161942","species","Ruminococcus champanellensis","Ruminococcus","267","48454","0.005510380979898461"
"160404","species","[Clostridium] lactatifermentans","Tyzzerella","638","48454","0.013167127584925909"
"39488","species","[Eubacterium] hallii","Eubacterium","518","48454","0.01069055186362323"
"633404","species","Sporosarcina thermotolerans","Sporosarcina","18","48454","0.0003714863581954018"
"360807","species","Roseburia inulinivorans","Roseburia","417","48454","0.008606100631526808"
"418240","species","Blautia wexlerae","Blautia","1121","48454","0.02313534486316919"
"","species","Bacteroides species","Bacteroides","584","48454","0.012052668510339704"
"","species","other Erysipelotrichaceae family","other Erysipelotrichaceae family","11","48454","0.00022701944111941223"
"328813","species","Alistipes onderdonkii","Alistipes","1107","48454","0.022846411029017213"
"47678","species","Bacteroides caccae","Bacteroides","538","48454","0.011103314483840344"
"592978","species","Ruminococcus faecis","Ruminococcus","304","48454","0.0062739918273001195"
"290054","species","Eubacterium coprostanoligenes","Eubacterium","128","48454","0.0026416807693895243"
"","species","other Bacteroidetes phylum","other Bacteroidetes phylum","6","48454","0.00012382878606513394"
"1297617","species","Intestinimonas butyriciproducens","Intestinimonas","223","48454","0.004602303215420812"
"","species","other Veillonellaceae family","other Veillonellaceae family","131","48454","0.002703595162422091"
"871665","species","Blautia faecis","Blautia","213","48454","0.0043959219053122545"
"745368","species","Gemmiger formicilis","Gemmiger","562","48454","0.01159862962810088"
"876","species","Desulfovibrio desulfuricans","Desulfovibrio","39","48454","0.0008048871094233707"
"214851","species","Subdoligranulum variabile","Subdoligranulum","40","48454","0.0008255252404342263"
"89153","species","[Clostridium] hylemonae","Lachnoclostridium","123","48454","0.0025384901143352457"
"28118","species","Odoribacter splanchnicus","Odoribacter","126","48454","0.002600404507367813"
"410072","species","Coprococcus comes","Coprococcus","32","48454","0.0006604201923473811"
"","species","Tistrella species","Tistrella","1","48454","0.00002063813101085566"
"33039","species","[Ruminococcus] torques","Blautia","309","48454","0.006377182482354398"
"328814","species","Alistipes shahii","Alistipes","127","48454","0.0026210426383786686"
"180332","species","Robinsoniella peoriensis","Robinsoniella","124","48454","0.0025591282453461014"
"","species","Blautia species","Blautia","60","48454","0.0012382878606513395"
"39484","species","Eubacterium desmolans","Eubacterium","77","48454","0.0015891360878358856"
"40520","species","Blautia obeum","Blautia","125","48454","0.002579766376356957"
"","species","Lachnoclostridium species","Lachnoclostridium","208","48454","0.004292731250257977"
"1134405","species","Melioribacter roseus","Melioribacter","5","48454","0.00010319065505427828"
"53443","species","Blautia hydrogenotrophica","Blautia","30","48454","0.0006191439303256698"
"","species","Roseburia species","Roseburia","22","48454","0.00045403888223882445"
"915173","species","Faecalicoccus acidiformans","Faecalicoccus","5","48454","0.00010319065505427828"
"","species","Pseudoscardovia species","Pseudoscardovia","95","48454","0.0019606224460312874"
"292800","species","Flavonifractor plautii","Flavonifractor","168","48454","0.0034672060098237503"
"671077","species","Caldinitratiruptor microaerophilus","Caldinitratiruptor","72","48454","0.0014859454327816072"
"39486","species","Dorea formicigenerans","Dorea","38","48454","0.0007842489784125149"
"371601","species","Bacteroides xylanisolvens","Bacteroides","98","48454","0.0020225368390638545"
"201571","species","Desulfovibrio vietnamensis","Desulfovibrio","178","48454","0.003673587319932307"
"","species","Tyzzerella species","Tyzzerella","16","48454","0.00033021009617369054"
